"","job","education","age","day_of_week","euribor3m","marital","nr.employed","month"
"14762","blue-collar","basic.6y",28,"wed",4.957,"single",5228.1,"jul"
"14766","blue-collar","unknown",49,"wed",4.957,"divorced",5228.1,"jul"
"14779","admin.","high.school",24,"wed",4.957,"single",5228.1,"jul"
"14782","unemployed","basic.6y",45,"wed",4.957,"married",5228.1,"jul"
"14793","management","basic.9y",55,"wed",4.957,"married",5228.1,"jul"
"14812","blue-collar","high.school",23,"wed",4.957,"single",5228.1,"jul"
"14814","admin.","university.degree",30,"wed",4.957,"married",5228.1,"jul"
"14820","services","high.school",42,"wed",4.957,"married",5228.1,"jul"
"14830","blue-collar","high.school",31,"wed",4.957,"single",5228.1,"jul"
"14833","technician","high.school",27,"wed",4.957,"single",5228.1,"jul"
"14834","blue-collar","basic.9y",29,"wed",4.957,"single",5228.1,"jul"
"14842","blue-collar","basic.9y",35,"wed",4.957,"single",5228.1,"jul"
"14848","management","university.degree",31,"wed",4.957,"single",5228.1,"jul"
"14849","services","basic.9y",37,"wed",4.957,"divorced",5228.1,"jul"
"14850","retired","basic.4y",50,"wed",4.957,"married",5228.1,"jul"
"14852","retired","basic.4y",50,"wed",4.957,"married",5228.1,"jul"
"14853","admin.","university.degree",29,"wed",4.957,"single",5228.1,"jul"
"14865","housemaid","university.degree",55,"wed",4.957,"married",5228.1,"jul"
"14866","admin.","high.school",21,"wed",4.957,"single",5228.1,"jul"
"14868","admin.","high.school",34,"wed",4.957,"married",5228.1,"jul"
"14879","blue-collar","basic.9y",27,"wed",4.957,"married",5228.1,"jul"
"14883","services","high.school",25,"wed",4.957,"divorced",5228.1,"jul"
"14888","admin.","high.school",52,"wed",4.957,"married",5228.1,"jul"
"14891","services","high.school",25,"wed",4.957,"married",5228.1,"jul"
"14900","admin.","university.degree",31,"wed",4.957,"married",5228.1,"jul"
"14908","services","high.school",28,"wed",4.957,"married",5228.1,"jul"
"14915","blue-collar","basic.6y",34,"wed",4.957,"single",5228.1,"jul"
"14918","admin.","high.school",51,"wed",4.957,"married",5228.1,"jul"
"14922","admin.","university.degree",34,"wed",4.957,"single",5228.1,"jul"
"14923","technician","professional.course",26,"wed",4.957,"single",5228.1,"jul"
"14929","blue-collar","basic.4y",38,"wed",4.957,"married",5228.1,"jul"
"14930","blue-collar","unknown",49,"wed",4.957,"divorced",5228.1,"jul"
"14932","admin.","university.degree",44,"wed",4.957,"divorced",5228.1,"jul"
"14938","blue-collar","basic.9y",28,"wed",4.957,"single",5228.1,"jul"
"14939","technician","high.school",42,"wed",4.957,"married",5228.1,"jul"
"14948","technician","university.degree",29,"wed",4.957,"single",5228.1,"jul"
"14952","technician","professional.course",26,"wed",4.957,"single",5228.1,"jul"
"14953","admin.","university.degree",26,"wed",4.957,"single",5228.1,"jul"
"14954","management","basic.4y",46,"wed",4.957,"divorced",5228.1,"jul"
"14961","technician","basic.9y",43,"wed",4.957,"married",5228.1,"jul"
"14963","blue-collar","unknown",23,"wed",4.957,"single",5228.1,"jul"
"14968","admin.","university.degree",29,"wed",4.957,"married",5228.1,"jul"
"14983","admin.","high.school",32,"thu",4.958,"single",5228.1,"jul"
"14986","self-employed","high.school",28,"thu",4.958,"single",5228.1,"jul"
"14993","blue-collar","basic.9y",35,"thu",4.958,"married",5228.1,"jul"
"14996","student","university.degree",24,"thu",4.958,"single",5228.1,"jul"
"15005","admin.","high.school",29,"thu",4.958,"married",5228.1,"jul"
"15008","entrepreneur","professional.course",34,"thu",4.958,"married",5228.1,"jul"
"15012","blue-collar","basic.4y",25,"thu",4.958,"married",5228.1,"jul"
"15025","self-employed","university.degree",35,"thu",4.958,"married",5228.1,"jul"
"15029","services","high.school",49,"thu",4.958,"single",5228.1,"jul"
"15035","blue-collar","basic.9y",24,"thu",4.958,"single",5228.1,"jul"
"15036","admin.","high.school",48,"thu",4.958,"married",5228.1,"jul"
"15046","services","basic.9y",31,"thu",4.958,"single",5228.1,"jul"
"15059","technician","high.school",49,"thu",4.958,"divorced",5228.1,"jul"
"15066","self-employed","university.degree",31,"thu",4.958,"divorced",5228.1,"jul"
"15067","admin.","university.degree",49,"thu",4.958,"single",5228.1,"jul"
"15086","management","basic.9y",33,"thu",4.958,"single",5228.1,"jul"
"15114","admin.","high.school",24,"thu",4.958,"single",5228.1,"jul"
"15115","technician","university.degree",32,"thu",4.958,"married",5228.1,"jul"
"15120","management","university.degree",23,"thu",4.958,"single",5228.1,"jul"
"15126","management","university.degree",38,"thu",4.958,"married",5228.1,"jul"
"15133","retired","high.school",58,"thu",4.958,"married",5228.1,"jul"
"15155","technician","professional.course",25,"thu",4.958,"single",5228.1,"jul"
"15158","services","high.school",24,"thu",4.958,"single",5228.1,"jul"
"15164","blue-collar","basic.4y",39,"thu",4.958,"married",5228.1,"jul"
"15167","services","high.school",23,"thu",4.958,"single",5228.1,"jul"
"15168","blue-collar","basic.4y",50,"thu",4.958,"single",5228.1,"jul"
"15169","management","university.degree",23,"thu",4.958,"single",5228.1,"jul"
"15173","admin.","high.school",26,"thu",4.958,"single",5228.1,"jul"
"15177","blue-collar","high.school",29,"thu",4.958,"single",5228.1,"jul"
"15178","entrepreneur","unknown",57,"thu",4.958,"married",5228.1,"jul"
"15180","technician","basic.6y",24,"thu",4.958,"single",5228.1,"jul"
"15181","blue-collar","basic.4y",32,"thu",4.958,"married",5228.1,"jul"
"15182","blue-collar","basic.9y",26,"thu",4.958,"single",5228.1,"jul"
"15183","technician","basic.6y",24,"thu",4.958,"single",5228.1,"jul"
"15186","admin.","basic.6y",56,"thu",4.958,"divorced",5228.1,"jul"
"15196","technician","basic.6y",24,"thu",4.958,"single",5228.1,"jul"
"15200","admin.","basic.9y",28,"thu",4.958,"single",5228.1,"jul"
"15202","services","basic.9y",28,"thu",4.958,"single",5228.1,"jul"
"15205","admin.","university.degree",25,"thu",4.958,"single",5228.1,"jul"
"15206","blue-collar","basic.4y",52,"thu",4.958,"divorced",5228.1,"jul"
"15207","technician","professional.course",35,"thu",4.958,"married",5228.1,"jul"
"15213","blue-collar","basic.6y",49,"thu",4.958,"divorced",5228.1,"jul"
"15215","unemployed","university.degree",29,"thu",4.958,"married",5228.1,"jul"
"15225","self-employed","university.degree",31,"thu",4.958,"divorced",5228.1,"jul"
"15227","admin.","high.school",39,"thu",4.958,"married",5228.1,"jul"
"15237","technician","professional.course",41,"thu",4.958,"married",5228.1,"jul"
"15244","blue-collar","unknown",50,"thu",4.958,"married",5228.1,"jul"
"15248","self-employed","university.degree",35,"thu",4.958,"married",5228.1,"jul"
"15257","technician","professional.course",44,"thu",4.958,"single",5228.1,"jul"
"15259","self-employed","professional.course",42,"thu",4.958,"single",5228.1,"jul"
"15276","technician","high.school",49,"thu",4.958,"divorced",5228.1,"jul"
"15283","unemployed","basic.9y",35,"thu",4.958,"divorced",5228.1,"jul"
"15300","housemaid","university.degree",52,"thu",4.958,"single",5228.1,"jul"
"15302","admin.","high.school",39,"thu",4.958,"married",5228.1,"jul"
"15305","blue-collar","basic.4y",41,"fri",4.957,"married",5228.1,"jul"
"15316","self-employed","university.degree",32,"fri",4.957,"married",5228.1,"jul"
"15319","housemaid","basic.6y",39,"fri",4.957,"married",5228.1,"jul"
"15321","blue-collar","basic.9y",39,"fri",4.957,"married",5228.1,"jul"
"15324","technician","university.degree",35,"fri",4.957,"single",5228.1,"jul"
"15325","admin.","university.degree",46,"fri",4.957,"single",5228.1,"jul"
"15329","entrepreneur","university.degree",42,"fri",4.957,"married",5228.1,"jul"
"15350","admin.","university.degree",35,"fri",4.957,"single",5228.1,"jul"
"15355","blue-collar","basic.9y",32,"fri",4.957,"single",5228.1,"jul"
"15362","management","university.degree",33,"fri",4.957,"single",5228.1,"jul"
"15365","management","basic.9y",29,"fri",4.957,"single",5228.1,"jul"
"15370","technician","university.degree",31,"fri",4.957,"single",5228.1,"jul"
"15371","admin.","university.degree",30,"fri",4.957,"married",5228.1,"jul"
"15385","technician","professional.course",29,"fri",4.957,"single",5228.1,"jul"
"15386","blue-collar","basic.9y",25,"fri",4.957,"single",5228.1,"jul"
"15393","blue-collar","high.school",26,"fri",4.957,"single",5228.1,"jul"
"15394","self-employed","basic.9y",50,"fri",4.957,"married",5228.1,"jul"
"15396","admin.","university.degree",31,"fri",4.957,"married",5228.1,"jul"
"15397","services","high.school",25,"fri",4.957,"married",5228.1,"jul"
"15398","blue-collar","basic.4y",45,"fri",4.957,"divorced",5228.1,"jul"
"15407","services","high.school",27,"fri",4.957,"married",5228.1,"jul"
"15409","blue-collar","basic.9y",38,"fri",4.957,"married",5228.1,"jul"
"15410","blue-collar","basic.9y",22,"fri",4.957,"single",5228.1,"jul"
"15419","self-employed","basic.9y",41,"fri",4.957,"married",5228.1,"jul"
"15421","services","university.degree",29,"fri",4.957,"single",5228.1,"jul"
"15425","blue-collar","basic.6y",33,"fri",4.957,"married",5228.1,"jul"
"15429","blue-collar","basic.9y",29,"fri",4.957,"single",5228.1,"jul"
"15430","blue-collar","basic.6y",37,"fri",4.957,"married",5228.1,"jul"
"15431","admin.","university.degree",33,"fri",4.957,"married",5228.1,"jul"
"15439","blue-collar","basic.9y",31,"fri",4.957,"divorced",5228.1,"jul"
"15442","unemployed","university.degree",49,"fri",4.957,"divorced",5228.1,"jul"
"15444","blue-collar","basic.9y",47,"fri",4.957,"married",5228.1,"jul"
"15445","technician","professional.course",49,"fri",4.957,"married",5228.1,"jul"
"15454","entrepreneur","professional.course",44,"fri",4.957,"married",5228.1,"jul"
"15459","blue-collar","basic.9y",26,"fri",4.957,"married",5228.1,"jul"
"15461","housemaid","basic.4y",36,"fri",4.957,"divorced",5228.1,"jul"
"15467","admin.","high.school",50,"fri",4.957,"divorced",5228.1,"jul"
"15469","services","basic.9y",53,"fri",4.957,"divorced",5228.1,"jul"
"15484","admin.","university.degree",46,"fri",4.957,"single",5228.1,"jul"
"15493","admin.","university.degree",30,"fri",4.957,"married",5228.1,"jul"
"15508","entrepreneur","professional.course",37,"fri",4.957,"single",5228.1,"jul"
"15512","admin.","university.degree",47,"fri",4.957,"single",5228.1,"jul"
"15515","blue-collar","basic.6y",25,"fri",4.957,"single",5228.1,"jul"
"15526","self-employed","basic.9y",41,"fri",4.957,"married",5228.1,"jul"
"15529","blue-collar","basic.9y",31,"fri",4.957,"single",5228.1,"jul"
"15531","admin.","high.school",47,"fri",4.957,"married",5228.1,"jul"
"15541","admin.","high.school",60,"fri",4.957,"divorced",5228.1,"jul"
"15547","admin.","university.degree",28,"fri",4.957,"married",5228.1,"jul"
"15548","blue-collar","basic.9y",26,"fri",4.957,"married",5228.1,"jul"
"15558","technician","unknown",24,"fri",4.957,"single",5228.1,"jul"
"15560","housemaid","basic.4y",36,"fri",4.957,"single",5228.1,"jul"
"15561","services","high.school",26,"fri",4.957,"single",5228.1,"jul"
"15563","services","unknown",25,"fri",4.957,"single",5228.1,"jul"
"15564","admin.","unknown",28,"fri",4.957,"single",5228.1,"jul"
"15569","blue-collar","basic.9y",21,"fri",4.957,"single",5228.1,"jul"
"15574","blue-collar","university.degree",31,"fri",4.957,"single",5228.1,"jul"
"15580","admin.","university.degree",29,"fri",4.957,"single",5228.1,"jul"
"15582","blue-collar","basic.9y",34,"fri",4.957,"married",5228.1,"jul"
"15588","blue-collar","unknown",31,"fri",4.957,"divorced",5228.1,"jul"
"15600","blue-collar","basic.4y",30,"mon",4.96,"married",5228.1,"jul"
"15601","blue-collar","basic.9y",27,"mon",4.96,"single",5228.1,"jul"
"15607","technician","university.degree",30,"mon",4.96,"single",5228.1,"jul"
"15609","blue-collar","high.school",34,"mon",4.96,"married",5228.1,"jul"
"15615","services","high.school",26,"mon",4.96,"married",5228.1,"jul"
"15617","blue-collar","unknown",33,"mon",4.96,"married",5228.1,"jul"
"15618","housemaid","basic.9y",52,"mon",4.96,"divorced",5228.1,"jul"
"15626","blue-collar","basic.9y",22,"mon",4.96,"single",5228.1,"jul"
"15628","blue-collar","unknown",35,"mon",4.96,"married",5228.1,"jul"
"15630","services","high.school",31,"mon",4.96,"single",5228.1,"jul"
"15635","student","high.school",20,"mon",4.96,"single",5228.1,"jul"
"15637","blue-collar","basic.4y",50,"mon",4.96,"married",5228.1,"jul"
"15638","blue-collar","basic.9y",28,"mon",4.96,"married",5228.1,"jul"
"15642","admin.","professional.course",24,"mon",4.96,"single",5228.1,"jul"
"15646","blue-collar","basic.9y",29,"mon",4.96,"married",5228.1,"jul"
"15650","admin.","high.school",32,"mon",4.96,"single",5228.1,"jul"
"15657","entrepreneur","basic.9y",50,"mon",4.96,"married",5228.1,"jul"
"15672","technician","professional.course",35,"mon",4.96,"married",5228.1,"jul"
"15696","technician","professional.course",27,"mon",4.96,"single",5228.1,"jul"
"15697","blue-collar","basic.4y",28,"mon",4.96,"married",5228.1,"jul"
"15698","blue-collar","basic.4y",54,"mon",4.96,"married",5228.1,"jul"
"15707","admin.","university.degree",57,"mon",4.96,"married",5228.1,"jul"
"15709","admin.","university.degree",41,"mon",4.96,"married",5228.1,"jul"
"15719","management","high.school",38,"mon",4.96,"married",5228.1,"jul"
"15727","blue-collar","basic.4y",41,"mon",4.96,"married",5228.1,"jul"
"15741","services","high.school",46,"mon",4.96,"married",5228.1,"jul"
"15745","technician","professional.course",39,"mon",4.96,"single",5228.1,"jul"
"15746","management","university.degree",46,"mon",4.96,"married",5228.1,"jul"
"15749","admin.","basic.9y",32,"mon",4.96,"divorced",5228.1,"jul"
"15752","blue-collar","basic.9y",26,"mon",4.96,"single",5228.1,"jul"
"15754","blue-collar","basic.6y",34,"mon",4.96,"married",5228.1,"jul"
"15756","admin.","high.school",30,"mon",4.96,"single",5228.1,"jul"
"15759","blue-collar","basic.9y",36,"mon",4.96,"single",5228.1,"jul"
"15763","admin.","basic.9y",44,"mon",4.96,"single",5228.1,"jul"
"15764","services","basic.9y",47,"mon",4.96,"divorced",5228.1,"jul"
"15765","admin.","high.school",44,"mon",4.96,"married",5228.1,"jul"
"15767","technician","professional.course",47,"mon",4.96,"married",5228.1,"jul"
"15770","technician","high.school",41,"mon",4.96,"divorced",5228.1,"jul"
"15777","blue-collar","basic.9y",22,"mon",4.96,"single",5228.1,"jul"
"15784","self-employed","high.school",40,"mon",4.96,"married",5228.1,"jul"
"15786","self-employed","high.school",40,"mon",4.96,"married",5228.1,"jul"
"15802","blue-collar","basic.4y",51,"mon",4.96,"married",5228.1,"jul"
"15804","technician","professional.course",35,"mon",4.96,"married",5228.1,"jul"
"15807","services","high.school",31,"mon",4.96,"single",5228.1,"jul"
"15809","entrepreneur","university.degree",59,"mon",4.96,"married",5228.1,"jul"
"15812","blue-collar","unknown",22,"mon",4.96,"single",5228.1,"jul"
"15818","admin.","university.degree",39,"mon",4.96,"single",5228.1,"jul"
"15819","blue-collar","basic.4y",31,"mon",4.96,"single",5228.1,"jul"
"15820","technician","unknown",36,"mon",4.96,"married",5228.1,"jul"
"15823","services","university.degree",32,"mon",4.96,"married",5228.1,"jul"
"15825","blue-collar","basic.9y",28,"mon",4.96,"divorced",5228.1,"jul"
"15833","blue-collar","basic.6y",39,"mon",4.96,"married",5228.1,"jul"
"15835","blue-collar","basic.4y",35,"mon",4.96,"married",5228.1,"jul"
"15839","blue-collar","basic.4y",51,"mon",4.96,"married",5228.1,"jul"
"15840","admin.","high.school",27,"mon",4.96,"single",5228.1,"jul"
"15843","admin.","basic.9y",44,"mon",4.96,"single",5228.1,"jul"
"15844","blue-collar","basic.6y",48,"mon",4.96,"married",5228.1,"jul"
"15854","blue-collar","basic.9y",44,"mon",4.96,"married",5228.1,"jul"
"15856","admin.","high.school",29,"mon",4.96,"married",5228.1,"jul"
"15863","housemaid","basic.4y",26,"mon",4.96,"married",5228.1,"jul"
"15870","blue-collar","basic.4y",30,"mon",4.96,"single",5228.1,"jul"
"15879","management","high.school",44,"mon",4.96,"single",5228.1,"jul"
"15881","technician","high.school",32,"mon",4.96,"single",5228.1,"jul"
"15887","entrepreneur","high.school",41,"mon",4.96,"divorced",5228.1,"jul"
"15895","admin.","high.school",27,"mon",4.96,"single",5228.1,"jul"
"15898","services","high.school",31,"mon",4.96,"divorced",5228.1,"jul"
"15900","services","high.school",46,"mon",4.96,"married",5228.1,"jul"
"15904","admin.","high.school",37,"mon",4.96,"single",5228.1,"jul"
"15906","services","high.school",30,"mon",4.96,"married",5228.1,"jul"
"15909","services","high.school",46,"mon",4.96,"married",5228.1,"jul"
"15915","technician","professional.course",39,"mon",4.96,"single",5228.1,"jul"
"15918","admin.","university.degree",57,"mon",4.96,"married",5228.1,"jul"
"15922","services","high.school",48,"mon",4.96,"divorced",5228.1,"jul"
"15923","student","university.degree",22,"mon",4.96,"single",5228.1,"jul"
"15929","blue-collar","basic.9y",44,"mon",4.96,"married",5228.1,"jul"
"15932","blue-collar","unknown",33,"mon",4.96,"married",5228.1,"jul"
"15943","admin.","basic.9y",25,"mon",4.96,"single",5228.1,"jul"
